Reviewed?,Sign-off,String Key,Reference (English),Used Reference (English),String Value,Comments
FALSE,,misc.nav.gallery,Gallery,Gallery,,
FALSE,,misc.pageTitle,{TITLE},{TITLE},{TITLE},
FALSE,,misc.pageTitle.withSubtitle,{TITLE} - {SUBTITLE},{TITLE} - {SUBTITLE},,
FALSE,,misc.pageTitle.withWikiName,{TITLE} | {WIKI_NAME},{TITLE} | {WIKI_NAME},{TITLE}（{WIKI_NAME}）,
FALSE,,misc.pageTitle.withSubtitle.withWikiName,{TITLE} - {SUBTITLE} | {WIKI_NAME},{TITLE} - {SUBTITLE} | {WIKI_NAME},,
FALSE,,misc.search.placeholder,Search for anything,Search for anything,,
FALSE,,misc.search.preparing,Preparing...,Preparing...,,
FALSE,,misc.search.loadingData,Loading data...,Loading data...,,
FALSE,,misc.search.searching,Searching...,Searching...,,
FALSE,,misc.search.failed,"There was an internal error, and your search couldn't be processed. Reloading this page and trying again may help. Sorry for the trouble!","There was an internal error, and your search couldn't be processed. Reloading this page and trying again may help. Sorry for the trouble!",,
FALSE,,misc.search.noResults,"No results for this query, sorry! Check spelling and use complete words.","No results for this query, sorry! Check spelling and use complete words.",,
FALSE,,misc.search.currentResult,(you are here),(you are here),,
FALSE,,misc.search.endSearch,"(OK, I'm done searching now.)","(OK, I'm done searching now.)",,
FALSE,,misc.search.resultKind.album,(album),(album),,
FALSE,,misc.search.resultKind.artTag,(art tag),(art tag),,
FALSE,,misc.search.resultKind.artist,(artist),(artist),,
FALSE,,misc.search.resultKind.group,(group),(group),,
FALSE,,misc.skippers.skipTo,Skip to:,Skip to:,飛ばす：,
FALSE,,misc.skippers.content,Content,Content,内容,
FALSE,,misc.skippers.header,Header,Header,ヘッダー,
FALSE,,misc.skippers.footer,Footer,Footer,フッター,
FALSE,,misc.skippers.sidebar,Sidebar,Sidebar,サイドバー,
FALSE,,misc.skippers.sidebar.left,Sidebar (left),Sidebar (left),左のサイドバー,
FALSE,,misc.skippers.sidebar.right,Sidebar (right),Sidebar (right),右のサイドバー,
FALSE,,misc.skippers.artistCommentary,Artist commentary,Artist commentary,,
FALSE,,misc.skippers.creditSources,Crediting sources,Crediting sources,,
FALSE,,misc.skippers.tracks,Tracks,Tracks,曲,
FALSE,,misc.skippers.artworks,Artworks,Artworks,イラスト,
FALSE,,misc.skippers.flashes,Flashes & Games,Flashes & Games,,
FALSE,,misc.skippers.commentary,Commentary,Commentary,,
FALSE,,misc.skippers.contributors,Contributors,Contributors,,
FALSE,,misc.skippers.references,References...,References...,,
FALSE,,misc.skippers.referencedBy,Referenced by...,Referenced by...,,
FALSE,,misc.skippers.samples,Samples...,Samples...,,
FALSE,,misc.skippers.sampledBy,Sampled by...,Sampled by...,,
FALSE,,misc.skippers.features,Features...,Features...,,
FALSE,,misc.skippers.featuredIn,Featured in...,Featured in...,,
FALSE,,misc.skippers.lyrics,Lyrics,Lyrics,歌詞,
FALSE,,misc.skippers.sheetMusicFiles,Sheet music files,Sheet music files,楽譜,
FALSE,,misc.skippers.midiProjectFiles,MIDI/project files,MIDI/project files,,
FALSE,,misc.skippers.additionalFiles,Additional files,Additional files,,
FALSE,,misc.socialEmbed.heading,{WIKI_NAME} | {HEADING},{WIKI_NAME} | {HEADING},,
FALSE,,misc.trackArtFromAlbum,Album cover for {ALBUM},Album cover for {ALBUM},,
FALSE,,misc.jumpTo,Jump to:,Jump to:,,
FALSE,,misc.jumpTo.withLinks,Jump to: {LINKS}.,Jump to: {LINKS}.,,
FALSE,,misc.contentWarnings.warnings,{WARNINGS},{WARNINGS},,
FALSE,,misc.contentWarnings.reveal,click to show,click to show,,
FALSE,,misc.coverGrid.noCoverArt,{ALBUM},{ALBUM},{ALBUM},
FALSE,,misc.coverGrid.details.accent,({DETAILS}),({DETAILS}),,
FALSE,,misc.coverGrid.details.albumLength,"{TRACKS}, {TIME}","{TRACKS}, {TIME}",,
FALSE,,misc.coverGrid.details.coverArtists,Artwork by {ARTISTS},Artwork by {ARTISTS},,
FALSE,,misc.coverGrid.details.otherCoverArtists,With {ARTISTS},With {ARTISTS},,
FALSE,,misc.albumGalleryGrid.noCoverArt,{NAME},{NAME},,
FALSE,,misc.uiLanguage,UI Language: {LANGUAGES},UI Language: {LANGUAGES},言語：{LANGUAGES},
FALSE,,homepage.title,{TITLE},{TITLE},{TITLE},
FALSE,,homepage.news.title,News,News,ブログ,
FALSE,,homepage.news.entry.viewRest,(View rest of entry!),(View rest of entry!),,
FALSE,,albumSidebar.trackList.item,{TRACK},{TRACK},,
FALSE,,albumSidebar.trackList.fallbackSectionName,Track list,Track list,,
FALSE,,albumSidebar.trackList.group,{GROUP},{GROUP},,
FALSE,,albumSidebar.trackList.group.withRange,{GROUP} ({RANGE}),{GROUP} ({RANGE}),,
FALSE,,albumSidebar.groupBox.title,{GROUP},{GROUP},,
FALSE,,albumSidebar.groupBox.next,Next: {ALBUM},Next: {ALBUM},次：{ALBUM},
FALSE,,albumSidebar.groupBox.previous,Previous: {ALBUM},Previous: {ALBUM},前：{ALBUM},
FALSE,,albumSecondaryNav.group,{GROUP},{GROUP},,
FALSE,,albumSecondaryNav.group.withPreviousNext,{GROUP} ({PREVIOUS_NEXT}),{GROUP} ({PREVIOUS_NEXT}),,
FALSE,,albumSecondaryNav.series,{SERIES},{SERIES},,
FALSE,,albumSecondaryNav.series.withPreviousNext,{SERIES} ({PREVIOUS_NEXT}),{SERIES} ({PREVIOUS_NEXT}),,
FALSE,,albumPage.title,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumPage.nav.album,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumPage.nav.backToAlbum,Return to album page,Return to album page,,
FALSE,,albumPage.nav.randomTrack,Random Track,Random Track,おまかせ曲,
FALSE,,albumPage.nav.gallery,Gallery,Gallery,,
FALSE,,albumPage.nav.commentary,Commentary,Commentary,,
FALSE,,albumPage.socialEmbed.heading,{GROUP},{GROUP},{GROUP},
FALSE,,albumPage.socialEmbed.title,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumPage.socialEmbed.body.withDuration,{DURATION}.,{DURATION}.,,
FALSE,,albumPage.socialEmbed.body.withTracks,{TRACKS}.,{TRACKS}.,,
FALSE,,albumPage.socialEmbed.body.withReleaseDate,Released {DATE}.,Released {DATE}.,,
FALSE,,albumPage.socialEmbed.body.withDuration.withTracks,"{DURATION}, {TRACKS}.","{DURATION}, {TRACKS}.",,
FALSE,,albumPage.socialEmbed.body.withDuration.withReleaseDate,{DURATION}. Released {DATE}.,{DURATION}. Released {DATE}.,,
FALSE,,albumPage.socialEmbed.body.withTracks.withReleaseDate,{TRACKS}. Released {DATE}.,{TRACKS}. Released {DATE}.,,
FALSE,,albumPage.socialEmbed.body.withDuration.withTracks.withReleaseDate,"{DURATION}, {TRACKS}. Released {DATE}.","{DURATION}, {TRACKS}. Released {DATE}.",,
FALSE,,albumGalleryPage.title,{ALBUM} - Gallery,{ALBUM} - Gallery,,
FALSE,,albumGalleryPage.statsLine,{TRACKS} totaling {DURATION}.,{TRACKS} totaling {DURATION}.,,
FALSE,,albumGalleryPage.statsLine.withDate,{TRACKS} totaling {DURATION}. Released {DATE}.,{TRACKS} totaling {DURATION}. Released {DATE}.,,
FALSE,,albumGalleryPage.coverArtistsLine,All track artwork by {ARTISTS}.,All track artwork by {ARTISTS}.,,
FALSE,,albumGalleryPage.noTrackArtworksLine,This album doesn't have any track artwork.,This album doesn't have any track artwork.,,
FALSE,,albumCommentaryPage.title,{ALBUM} - Commentary,{ALBUM} - Commentary,,
FALSE,,albumCommentaryPage.nav.album,Album: {ALBUM},Album: {ALBUM},,
FALSE,,albumCommentaryPage.infoLine,{WORDS} across {ENTRIES}.,{WORDS} across {ENTRIES}.,,
FALSE,,albumCommentaryPage.entry.title.albumCommentary,{ALBUM},{ALBUM},,
FALSE,,albumCommentaryPage.entry.title.albumCommentary.sticky,{ALBUM} (album commentary),{ALBUM} (album commentary),,
FALSE,,albumCommentaryPage.entry.title.albumCommentary.accent,Listen on: {LISTENING_LINKS},Listen on: {LISTENING_LINKS},,
FALSE,,albumCommentaryPage.entry.title.trackCommentary,{TRACK},{TRACK},,
FALSE,,albumCommentaryPage.entry.title.trackCommentary.accent,Listen on: {LISTENING_LINKS},Listen on: {LISTENING_LINKS},,
FALSE,,artistPage.title,{ARTIST},{ARTIST},{ARTIST},
FALSE,,artistPage.nav.artist,Artist: {ARTIST},Artist: {ARTIST},アーティスト：{ARTIST},
FALSE,,artistPage.closelyLinkedGroups.one,This artist has a group page: {GROUP}.,This artist has a group page: {GROUP}.,,
FALSE,,artistPage.closelyLinkedGroups.multiple,This artist has group pages: {GROUPS}.,This artist has group pages: {GROUPS}.,,
FALSE,,artistPage.closelyLinkedGroups.group,{GROUP},{GROUP},,
FALSE,,artistPage.closelyLinkedGroups.group.withAnnotation,{GROUP} ({ANNOTATION}),{GROUP} ({ANNOTATION}),,
FALSE,,artistPage.closelyLinkedGroups.alias,This artist is an alias of {GROUPS}.,This artist is an alias of {GROUPS}.,,
FALSE,,artistPage.creditList.album,{ALBUM},{ALBUM},{ALBUM},
FALSE,,artistPage.creditList.album.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM}（{DATE}）,
FALSE,,artistPage.creditList.album.withDuration,{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),{ALBUM}（{DURATION}）,
FALSE,,artistPage.creditList.album.withDate.withDuration,{ALBUM} ({DATE}; {DURATION}),{ALBUM} ({DATE}; {DURATION}),{ALBUM}（{DATE}・{DURATION}),
FALSE,,artistPage.creditList.flashAct,{ACT},{ACT},,
FALSE,,artistPage.creditList.flashAct.withDate,{ACT} ({DATE}),{ACT} ({DATE}),,
FALSE,,artistPage.creditList.flashAct.withDateRange,{ACT} ({DATE_RANGE}),{ACT} ({DATE_RANGE}),,
FALSE,,artistPage.creditList.entry.withAnnotation,{ENTRY} ({ANNOTATION}),{ENTRY} ({ANNOTATION}),,
FALSE,,artistPage.creditList.entry.withArtists,{ENTRY} (with {ARTISTS}),{ENTRY} (with {ARTISTS}),,
FALSE,,artistPage.creditList.entry.withArtists.withAnnotation,{ENTRY} ({ANNOTATION}; with {ARTISTS}),{ENTRY} ({ANNOTATION}; with {ARTISTS}),,
FALSE,,artistPage.creditList.entry.rerelease,{ENTRY} (rerelease),{ENTRY} (rerelease),,
FALSE,,artistPage.creditList.entry.track,{TRACK},{TRACK},,
FALSE,,artistPage.creditList.entry.track.withDuration,({DURATION}) {TRACK},({DURATION}) {TRACK},,
FALSE,,artistPage.creditList.entry.album.coverArt,(cover art),(cover art),,
FALSE,,artistPage.creditList.entry.album.wallpaperArt,(wallpaper art),(wallpaper art),（髪壁）,
FALSE,,artistPage.creditList.entry.album.bannerArt,(banner art),(banner art),（バナー）,
FALSE,,artistPage.creditList.entry.album.commentary,(album commentary),(album commentary),,
FALSE,,artistPage.creditList.entry.flash,{FLASH},{FLASH},,
FALSE,,artistPage.contributedDurationLine,{ARTIST} has contributed {DURATION} of music shared on this wiki.,{ARTIST} has contributed {DURATION} of music shared on this wiki.,,
FALSE,,artistPage.groupContributions.title.music,Contributed music to groups:,Contributed music to groups:,,
FALSE,,artistPage.groupContributions.title.artworks,Contributed artworks to groups:,Contributed artworks to groups:,,
FALSE,,artistPage.groupContributions.title.withSortButton,{TITLE} ({SORT}),{TITLE} ({SORT}),,
FALSE,,artistPage.groupContributions.title.sorting.count,Sorting by count.,Sorting by count.,,
FALSE,,artistPage.groupContributions.title.sorting.duration,Sorting by duration.,Sorting by duration.,,
FALSE,,artistPage.groupContributions.item.countAccent,({COUNT}),({COUNT}),,
FALSE,,artistPage.groupContributions.item.durationAccent,({DURATION}),({DURATION}),,
FALSE,,artistPage.groupContributions.item.countDurationAccent,({COUNT} — {DURATION}),({COUNT} — {DURATION}),,
FALSE,,artistPage.groupContributions.item.durationCountAccent,({DURATION} — {COUNT}),({DURATION} — {COUNT}),,
FALSE,,artistPage.trackList.title,Tracks,Tracks,曲,
FALSE,,artistPage.artList.title,Artworks,Artworks,イラスト,
FALSE,,artistPage.flashList.title,Flashes & Games,Flashes & Games,,
FALSE,,artistPage.commentaryList.title,Commentary,Commentary,,
FALSE,,artistPage.viewArtGallery,View {LINK}!,View {LINK}!,{LINK}をご覧ください。,
FALSE,,artistPage.viewArtGallery.orBrowseList,View {LINK}! Or browse the list:,View {LINK}! Or browse the list:,,
FALSE,,artistPage.viewArtGallery.link,art gallery,art gallery,,
FALSE,,artistPage.wikiEditArtworks,{ARTIST} has edited these artworks for this wiki:,{ARTIST} has edited these artworks for this wiki:,,
FALSE,,artistGalleryPage.title,{ARTIST} - Gallery,{ARTIST} - Gallery,,
FALSE,,artistGalleryPage.infoLine,Contributed to {COVER_ARTS}.,Contributed to {COVER_ARTS}.,,
FALSE,,commentaryIndex.title,Commentary,Commentary,,
FALSE,,commentaryIndex.infoLine,"{WORDS} across {ENTRIES}, in all.","{WORDS} across {ENTRIES}, in all.",,
FALSE,,commentaryIndex.albumList.title,Choose an album:,Choose an album:,アルバムをご選択ください。,
FALSE,,commentaryIndex.albumList.item,{ALBUM} ({WORDS} across {ENTRIES}),{ALBUM} ({WORDS} across {ENTRIES}),,
FALSE,,flashIndex.title,Flashes & Games,Flashes & Games,,
FALSE,,flashSidebar.flashList.entriesInThisSection,Entries in this section,Entries in this section,,
FALSE,,flashPage.title,{FLASH},{FLASH},,
FALSE,,flashPage.nav.flash,{FLASH},{FLASH},,
FALSE,,groupSidebar.title,Groups,Groups,,
FALSE,,groupSidebar.groupList.category,{CATEGORY},{CATEGORY},,
FALSE,,groupSidebar.groupList.item,{GROUP},{GROUP},,
FALSE,,groupPage.nav.group,Group: {GROUP},Group: {GROUP},,
FALSE,,groupPage.secondaryNav.category,{CATEGORY},{CATEGORY},,
FALSE,,groupPage.secondaryNav.category.withPreviousNext,{CATEGORY} ({PREVIOUS_NEXT}),{CATEGORY} ({PREVIOUS_NEXT}),,
FALSE,,groupInfoPage.title,{GROUP},{GROUP},,
FALSE,,groupInfoPage.closelyLinkedArtists.one,View artist page: {ARTIST}.,View artist page: {ARTIST}.,,
FALSE,,groupInfoPage.closelyLinkedArtists.multiple,View artist pages: {ARTISTS}.,View artist pages: {ARTISTS}.,,
FALSE,,groupInfoPage.closelyLinkedArtists.aliases,View alias pages: {ALIASES}.,View alias pages: {ALIASES}.,,
FALSE,,groupInfoPage.closelyLinkedArtists.artist,{ARTIST},{ARTIST},,
FALSE,,groupInfoPage.closelyLinkedArtists.artist.withAnnotation,{ARTIST} ({ANNOTATION}),{ARTIST} ({ANNOTATION}),,
FALSE,,groupInfoPage.viewAlbumGallery,View {LINK}! Or browse the list:,View {LINK}! Or browse the list:,,
FALSE,,groupInfoPage.viewAlbumGallery.link,album gallery,album gallery,,
FALSE,,groupInfoPage.viewAlbumGallery.withViewSwitcher,View {LINK}! Or browse the list: {VIEW_SWITCHER},View {LINK}! Or browse the list: {VIEW_SWITCHER},,
FALSE,,groupInfoPage.viewSwitcher,({OPTIONS}),({OPTIONS}),,
FALSE,,groupInfoPage.viewSwitcher.bySeries,By series,By series,,
FALSE,,groupInfoPage.viewSwitcher.byDate,By date,By date,,
FALSE,,groupInfoPage.albumList.title,Albums,Albums,,
FALSE,,groupInfoPage.albumList.series,{SERIES}:,{SERIES}:,,
FALSE,,groupInfoPage.albumList.item,{ALBUM},{ALBUM},,
FALSE,,groupInfoPage.albumList.item.withYear,{YEAR_ACCENT} {ALBUM},{YEAR_ACCENT} {ALBUM},,
FALSE,,groupInfoPage.albumList.item.withYear.accent,({YEAR}),({YEAR}),,
FALSE,,groupInfoPage.albumList.item.withOtherGroup,{ALBUM} {OTHER_GROUP_ACCENT},{ALBUM} {OTHER_GROUP_ACCENT},,
FALSE,,groupInfoPage.albumList.item.withOtherGroup.accent,(from {GROUPS}),(from {GROUPS}),,
FALSE,,groupInfoPage.albumList.item.withOtherGroup.notFromThisGroup,(not from {GROUP}),(not from {GROUP}),,
FALSE,,groupInfoPage.albumList.item.withArtists,{ALBUM} {BY},{ALBUM} {BY},,
FALSE,,groupInfoPage.albumList.item.withArtists.by,by {ARTISTS},by {ARTISTS},,
FALSE,,groupInfoPage.albumList.item.withArtists.featuring,feat. {ARTISTS},feat. {ARTISTS},,
FALSE,,groupInfoPage.albumList.item.withArtists.by.featuring,by {ARTISTS} feat. {FEATURING},by {ARTISTS} feat. {FEATURING},,
FALSE,,groupInfoPage.albumList.item.withYear.withOtherGroup,{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},,
FALSE,,groupInfoPage.albumList.item.withYear.withArtists,{YEAR_ACCENT} {ALBUM} {BY},{YEAR_ACCENT} {ALBUM} {BY},,
FALSE,,groupGalleryPage.title,{GROUP} - Gallery,{GROUP} - Gallery,,
FALSE,,groupGalleryPage.infoLine,"{TRACKS} across {ALBUMS}, totaling {TIME}.","{TRACKS} across {ALBUMS}, totaling {TIME}.",,
FALSE,,listingIndex.title,Listings,Listings,物づくし,
FALSE,,listingIndex.infoLine,"{WIKI}: {TRACKS} across {ALBUMS}, totaling {DURATION}.","{WIKI}: {TRACKS} across {ALBUMS}, totaling {DURATION}.",,
FALSE,,listingIndex.exploreList,Feel free to explore any of the listings linked below and in the sidebar!,Feel free to explore any of the listings linked below and in the sidebar!,,
FALSE,,listingPage.target.album,Albums,Albums,アルバム,
FALSE,,listingPage.target.artist,Artists,Artists,アーティスト,
FALSE,,listingPage.target.group,Groups,Groups,グループ,
FALSE,,listingPage.target.track,Tracks,Tracks,曲,
FALSE,,listingPage.target.tag,Tags,Tags,タッグ,
FALSE,,listingPage.target.other,Other,Other,その他,
FALSE,,listingPage.misc.trackContributors,Track Contributors,Track Contributors,,
FALSE,,listingPage.misc.artContributors,Art Contributors,Art Contributors,,
FALSE,,listingPage.misc.flashContributors,Flash & Game Contributors,Flash & Game Contributors,,
FALSE,,listingPage.misc.artAndFlashContributors,Art & Flash Contributors,Art & Flash Contributors,,
FALSE,,listingPage.listingsFor,Listings for {TARGET}: {LISTINGS},Listings for {TARGET}: {LISTINGS},,
FALSE,,listingPage.seeAlso,Also check out: {LISTINGS},Also check out: {LISTINGS},,
FALSE,,listingPage.skipToSection,Skip to a section:,Skip to a section:,,
FALSE,,listingPage.listAlbums.byName.title,Albums - by Name,Albums - by Name,,
FALSE,,listingPage.listAlbums.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listAlbums.byName.item,{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),,
FALSE,,listingPage.listAlbums.byTracks.title,Albums - by Tracks,Albums - by Tracks,,
FALSE,,listingPage.listAlbums.byTracks.title.short,...by Tracks,...by Tracks,,
FALSE,,listingPage.listAlbums.byTracks.item,{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),,
FALSE,,listingPage.listAlbums.byDuration.title,Albums - by Duration,Albums - by Duration,,
FALSE,,listingPage.listAlbums.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listAlbums.byDuration.item,{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),,
FALSE,,listingPage.listAlbums.byDate.title,Albums - by Date,Albums - by Date,,
FALSE,,listingPage.listAlbums.byDate.title.short,...by Date,...by Date,,
FALSE,,listingPage.listAlbums.byDate.item,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listAlbums.byDateAdded.title,Albums - by Date Added to Wiki,Albums - by Date Added to Wiki,,
FALSE,,listingPage.listAlbums.byDateAdded.title.short,...by Date Added to Wiki,...by Date Added to Wiki,,
FALSE,,listingPage.listAlbums.byDateAdded.chunk.title,{DATE},{DATE},,
FALSE,,listingPage.listAlbums.byDateAdded.chunk.item,{ALBUM},{ALBUM},,
FALSE,,listingPage.listArtists.byName.title,Artists - by Name,Artists - by Name,,
FALSE,,listingPage.listArtists.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listArtists.byName.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byContribs.title,Artists - by Contributions,Artists - by Contributions,,
FALSE,,listingPage.listArtists.byContribs.title.short,...by Contributions,...by Contributions,,
FALSE,,listingPage.listArtists.byContribs.chunk.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byContribs.chunk.title.trackContributors,Contributed tracks:,Contributed tracks:,,
FALSE,,listingPage.listArtists.byContribs.chunk.title.artContributors,Contributed artworks:,Contributed artworks:,,
FALSE,,listingPage.listArtists.byContribs.chunk.title.flashContributors,Contributed to flashes & games:,Contributed to flashes & games:,,
FALSE,,listingPage.listArtists.byCommentary.title,Artists - by Commentary Entries,Artists - by Commentary Entries,,
FALSE,,listingPage.listArtists.byCommentary.title.short,...by Commentary Entries,...by Commentary Entries,,
FALSE,,listingPage.listArtists.byCommentary.item,{ARTIST} ({ENTRIES}),{ARTIST} ({ENTRIES}),,
FALSE,,listingPage.listArtists.byDuration.title,Artists - by Duration,Artists - by Duration,,
FALSE,,listingPage.listArtists.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listArtists.byDuration.item,{ARTIST} ({DURATION}),{ARTIST} ({DURATION}),,
FALSE,,listingPage.listArtists.byGroup.title,Artists - by Group,Artists - by Group,,
FALSE,,listingPage.listArtists.byGroup.title.short,...by Group,...by Group,,
FALSE,,listingPage.listArtists.byGroup.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byGroup.chunk.title,Contributed to {GROUP}:,Contributed to {GROUP}:,,
FALSE,,listingPage.listArtists.byGroup.chunk.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byLatest.title,Artists - by Latest Contribution,Artists - by Latest Contribution,,
FALSE,,listingPage.listArtists.byLatest.title.short,...by Latest Contribution,...by Latest Contribution,,
FALSE,,listingPage.listArtists.byLatest.chunk.title.album,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listArtists.byLatest.chunk.title.flash,{FLASH} ({DATE}),{FLASH} ({DATE}),,
FALSE,,listingPage.listArtists.byLatest.chunk.title.dateless,These artists' contributions aren't dated:,These artists' contributions aren't dated:,,
FALSE,,listingPage.listArtists.byLatest.chunk.item,{ARTIST},{ARTIST},,
FALSE,,listingPage.listArtists.byLatest.chunk.item.tracks,{ARTIST} (tracks),{ARTIST} (tracks),,
FALSE,,listingPage.listArtists.byLatest.chunk.item.tracksAndArt,"{ARTIST} (tracks, art)","{ARTIST} (tracks, art)",,
FALSE,,listingPage.listArtists.byLatest.chunk.item.art,{ARTIST} (art),{ARTIST} (art),,
FALSE,,listingPage.listGroups.byName.title,Groups - by Name,Groups - by Name,,
FALSE,,listingPage.listGroups.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listGroups.byName.item,{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),,
FALSE,,listingPage.listGroups.byName.item.gallery,Gallery,Gallery,,
FALSE,,listingPage.listGroups.byCategory.title,Groups - by Category,Groups - by Category,,
FALSE,,listingPage.listGroups.byCategory.title.short,...by Category,...by Category,,
FALSE,,listingPage.listGroups.byCategory.chunk.title,{CATEGORY},{CATEGORY},,
FALSE,,listingPage.listGroups.byCategory.chunk.item,{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),,
FALSE,,listingPage.listGroups.byCategory.chunk.item.gallery,Gallery,Gallery,,
FALSE,,listingPage.listGroups.byAlbums.title,Groups - by Albums,Groups - by Albums,,
FALSE,,listingPage.listGroups.byAlbums.title.short,...by Albums,...by Albums,,
FALSE,,listingPage.listGroups.byAlbums.item,{GROUP} ({ALBUMS}),{GROUP} ({ALBUMS}),,
FALSE,,listingPage.listGroups.byTracks.title,Groups - by Tracks,Groups - by Tracks,,
FALSE,,listingPage.listGroups.byTracks.title.short,...by Tracks,...by Tracks,,
FALSE,,listingPage.listGroups.byTracks.item,{GROUP} ({TRACKS}),{GROUP} ({TRACKS}),,
FALSE,,listingPage.listGroups.byDuration.title,Groups - by Duration,Groups - by Duration,,
FALSE,,listingPage.listGroups.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listGroups.byDuration.item,{GROUP} ({DURATION}),{GROUP} ({DURATION}),,
FALSE,,listingPage.listGroups.byLatest.title,Groups - by Latest Album,Groups - by Latest Album,,
FALSE,,listingPage.listGroups.byLatest.title.short,...by Latest Album,...by Latest Album,,
FALSE,,listingPage.listGroups.byLatest.item,{GROUP} ({DATE}),{GROUP} ({DATE}),,
FALSE,,listingPage.listTracks.byName.title,Tracks - by Name,Tracks - by Name,,
FALSE,,listingPage.listTracks.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listTracks.byName.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.byAlbum.title,Tracks - by Album,Tracks - by Album,,
FALSE,,listingPage.listTracks.byAlbum.title.short,...by Album,...by Album,,
FALSE,,listingPage.listTracks.byAlbum.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.byAlbum.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.byDate.title,Tracks - by Date,Tracks - by Date,,
FALSE,,listingPage.listTracks.byDate.title.short,...by Date,...by Date,,
FALSE,,listingPage.listTracks.byDate.chunk.title,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listTracks.byDate.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.byDate.chunk.item.rerelease,{TRACK} (rerelease),{TRACK} (rerelease),,
FALSE,,listingPage.listTracks.byDuration.title,Tracks - by Duration,Tracks - by Duration,,
FALSE,,listingPage.listTracks.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listTracks.byDuration.item,{TRACK} ({DURATION}),{TRACK} ({DURATION}),,
FALSE,,listingPage.listTracks.byDurationInAlbum.title,Tracks - by Duration (in Album),Tracks - by Duration (in Album),,
FALSE,,listingPage.listTracks.byDurationInAlbum.title.short,...by Duration (in Album),...by Duration (in Album),,
FALSE,,listingPage.listTracks.byDurationInAlbum.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.byDurationInAlbum.chunk.item,{TRACK} ({DURATION}),{TRACK} ({DURATION}),,
FALSE,,listingPage.listTracks.byTimesReferenced.title,Tracks - by Times Referenced,Tracks - by Times Referenced,,
FALSE,,listingPage.listTracks.byTimesReferenced.title.short,...by Times Referenced,...by Times Referenced,,
FALSE,,listingPage.listTracks.byTimesReferenced.item,{TRACK} ({TIMES_REFERENCED}),{TRACK} ({TIMES_REFERENCED}),,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.title,Tracks - in Flashes & Games (by Album),Tracks - in Flashes & Games (by Album),,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.title.short,...in Flashes & Games (by Album),...in Flashes & Games (by Album),,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.chunk.item,{TRACK} (in {FLASHES}),{TRACK} (in {FLASHES}),,
FALSE,,listingPage.listTracks.inFlashes.byFlash.title,Tracks - in Flashes & Games (by Flash),Tracks - in Flashes & Games (by Flash),,
FALSE,,listingPage.listTracks.inFlashes.byFlash.title.short,...in Flashes & Games (by Flash),...in Flashes & Games (by Flash),,
FALSE,,listingPage.listTracks.inFlashes.byFlash.chunk.title,{FLASH},{FLASH},,
